,Unnamed: 0,Date,Review_text,Review_title,Stars,Positive,Negative,Neutral,Compound,Overall
91,91,2020-05-22,Low quality and bad smell this cannot be Lifebuoy. Must be a fake / duplicate product.,"Duplicate, it is not Lifebuoy.",1,0.0,0.442,0.558,-0.8271,Negative
92,92,2020-05-24,"Not as gown in the picture, cap different. It must be duplicate for sure. It's cheating. The product should be as it is shown in the depicted picture. The item is also non-returnable. Better do not buy this item.",Duplicate not as shown.,1,0.116,0.08,0.804,0.1531,Positive
93,93,2020-05-17,Very nice product. Fully satisfied.And thanks to Amazon to get excellent delivery.,Best Sanitizer Rub,5,0.593,0.0,0.407,0.8927,Positive
94,94,2020-05-23,I have had used a smaller version of lifebuoy that was perfect this new product seems to have been different. I cant say its perfect sanitizer. Its looking like a diluted version. Prefer not to use,Product seems different feels its diluted than oiriginal,1,0.254,0.0,0.746,0.872,Positive
95,95,2020-07-04,Ive alrady use small lifeboy 50ml bottle that was gelly and this 250ml but was not jelly its somewhat liquid and smell was diffrent from small one, grinning_face_with_sweat  grinning_face_with_sweat ,2,0.0,0.0,1.0,0.0,Neutral
96,96,2020-08-08,It is very difficult for me to assess the item. Need a lab test to know purity. But I love this brand., thumbs_up ,5,0.226,0.074,0.7,0.7099,Positive
97,97,2020-06-05,It is different which I have used before....It smells different .....Looks different... zipper-mouth_face , zipper-mouth_face ,2,0.0,0.0,1.0,0.0,Neutral
98,98,2020-08-24,"I have ordered 2 pieces, one was a fine sealed pack, but the other one was damaged from the upper side, as you can see the packaging is so bad that some sanitizer came out of the bottle means wastage of the product.As a product, its good, having a soothing smell and a bit thick one.",Worst kind of packaging lead to damage of the bottle and wastage of the sanitizer.,3,0.13,0.159,0.711,-0.5976,Negative
99,99,2020-05-13,product as displayed,quality,5,0.0,0.0,1.0,0.0,Neutral
100,100,2020-05-20,Ethanol based disinfectant... This product is not good for applying in hand. Not useful in present situation of covid-19 protection... Only came to know after purchasing the product... Playing with the life of the people?! Please kindly clarify the actual usage of the product if I am wrong...,Is this good for CoViD-19 protection?!,2,0.191,0.085,0.724,0.7167,Positive
101,101,2020-05-19,A must buy product from the reputed brand. price is also best when it compares with other brands. For the next few months this is the must buy item in your grocessary list.,Safety In Today's Time,5,0.119,0.0,0.881,0.6369,Positive
102,102,2020-06-02,I have received damaged products and quantity is also very less. I am not satisfied with this seller .  pouting_face ,Received demaged products and quantity also very less .,1,0.0,0.249,0.751,-0.6083,Negative
103,103,2020-07-19,Great quality. Worth of money and reasonable price. Strongly suggest the branded sanitizers.,Great quality.,5,0.448,0.0,0.552,0.7964,Positive
104,104,2020-07-29,The packaging of the product was torn at the time of delivery. The product has been delivered exactly as shown in the picture. It seems that some liquids have fell from the bottle and thus spoiled its packaging. I am not at all satisfied at your service.,Pathetic service by Amazon,1,0.0,0.09,0.91,-0.5158,Negative
105,105,2020-05-22,I'm using regular lifebuoy sanitizer. But this time I'm not satisfied with this quality...Its feel like a fake product....,Feel it's not an original product,1,0.128,0.281,0.591,-0.5991,Negative
106,106,2020-05-20,The smell of this product is not as per previous Lifebuoy Hand Sanitizer. It gives weird smell.,Weird Smell,1,0.161,0.085,0.754,0.3612,Positive
107,107,2020-08-05,"I receive the open box, its not good please replaced the Product,box is open and product not have a sealed,how to use this product please help me ,call me now","We receive open box ,what to do",1,0.082,0.192,0.727,-0.3879,Negative
108,108,2020-06-26,I ordered it specially bcoz it used to have a good smell and brand is reliable..but disappointed with the new fruity smell and seems not to be very effective also.,Disssappointed by smell,4,0.183,0.09,0.727,0.4927,Positive
109,109,2020-05-16,Product which received is with different colour cap and shown on image is different,Different colour cap,1,0.0,0.0,1.0,0.0,Neutral
110,110,2020-06-29,"Everything is fine with this, except for the fact that it sometimes causes mild irritation ( itching ) on the hands. But maybe that's just for sensitive skin like mine. The scent is kinda too strong, initially.",It's okay.,4,0.208,0.051,0.741,0.7602,Positive
111,111,2020-05-18,Order 5 units....received 4,Received 4 units,1,0.0,0.0,1.0,0.0,Neutral
112,112,2020-05-21,Very useful and valuable product at this price....thank you Amazon for the fastest dilevry....and ofcourse lifebouy is a brand which we were using from our childhood...,Valuable product,5,0.273,0.0,0.727,0.8051,Positive
113,113,2020-06-29,First it is very over price. You can get in very less price from thers brand. See you need a alcohol based sanitizer for dsafety so you can choose other brand...,very over priced,4,0.0,0.0,1.0,0.0,Neutral
114,114,2020-05-20,Don't buy this during this situation as it includes Alcohol used for industrial use and is toxicated.... Instead go for Lifebuoy TOTAL 10 Sanitizer and is available on AMAZON ITSELF,GOOD PRODUCT BUT NOT THE BEST,3,0.077,0.0,0.923,0.347,Positive
115,115,2020-07-06,Lifebuoy did a remarkable job offering cheapest sanitizer for this quantity having 75% ethyl alcohol.This proportion is enough to kill corona,Best sanitizer for this price,5,0.137,0.179,0.684,-0.2732,Negative
116,116,2020-08-14,Standard alcohol based sanitizer. This has a final concentration of approx 75% while some other brands use marketing tactics to sell sanitizers with lower concentration while labelling them as 75 percent. Neutral colour and typical scent.,"Satisfactory product, approx 75% final concentration.",5,0.0,0.061,0.939,-0.296,Negative
117,117,2020-06-08,Must Buy Product.  thumbs_up Perfect Price For Perfect Product  thumbs_up Happy With Quality  red_heart_selector ,Value For Money,4,0.502,0.0,0.498,0.9022,Positive
118,118,2020-06-05,Loved this sanitizer. It has lovely mild fragrance plus it's not too watery or too thick. It has gel like consistency and does the job perfectly.,"Loved the sanitizer, kills 99.99% germs.",5,0.396,0.0,0.604,0.9371,Positive
119,119,2020-05-30,"There are two different types of packaging but no issues with the authenticity. The scent is as usual, not very strong.",Good sanitizer,4,0.0,0.26,0.74,-0.7703,Negative
120,120,2020-07-06,Scent is very bad. And it doesn't come with the packaging shown in the picture.,Worst sanitizer,1,0.0,0.213,0.787,-0.5849,Negative
121,121,2020-07-14,"Seal was open, it was wrapped with a temporary cello tape and even the pump was broken.",Waste of money,1,0.0,0.171,0.829,-0.4767,Negative
122,122,2020-06-08,There is no fragnance in the product the smaller pack have very beautiful smell in it but it is a totally different product u will get a strong alchoholic scent from it.,Not recommended,1,0.203,0.046,0.75,0.7541,Positive
123,123,2020-05-16,It has a strawberry tinge. Should have mentioned that on the product. As usage it is good. The that strawberry tinge is unbearable,Strawberry tinge do check,3,0.121,0.0,0.879,0.4404,Positive
124,124,2020-06-09,Receives in good condition.....But don't know its original or not.....As lifebuoy sells Its Sanitisers as Lifebuoy Total 10 sanitisers...but in the product Total 10 is not mentioned and total composition is also not mentioned...so.....,Don't know either original or fake.....Lifebuoy Total 10 branding missing,2,0.079,0.053,0.868,0.2354,Positive
125,125,2020-06-02,this product is so good that I cant explain....the acking is sterdy and hygnic,Best,5,0.238,0.0,0.762,0.5777,Positive
126,126,2020-05-23,"Disgusting smell, harsh on skin, not the usual lifebuoy sanitizer.. I guess they have outsourced production for meeting heavy demand. Very Poor quality..",Not the usual lifebuoy sanitizer !,1,0.0,0.383,0.617,-0.8805,Negative
127,127,2020-07-12,"Fake product. Received a fake product, the cap is different frim what is shown in the image. Also, it smells quite different from the original Lifebuoy Sanitizer.. I have been using Lifebuoy Sanitizers for years now, can clearly tell, this one is fake..",Fake Product,1,0.104,0.129,0.768,-0.296,Negative
128,128,2020-08-08,Excellent brandBut it's MRP is 250 in local market and I got for 265 including package that is very bad,Price more than MRP including package,4,0.151,0.155,0.694,-0.024,Negative
129,129,2020-08-22,"The sanitizer won't work properly as the nozzle itself was broken when delivered. Because of this breakage the sanitizer leaked in the box it came in. Either please replace or return money. Thanks. Gopakumar warrier, 9873582057",Sanitizer nozzle broken and leaked in the box,1,0.122,0.127,0.751,-0.0516,Negative
130,130,2020-05-26,Not good...not much quality...prepared by just adding a perfume to alcohol...that too having a bad odour...skin become dry on using this...,Bad quality...dont buy,1,0.0,0.163,0.837,-0.5423,Negative
131,131,2020-07-18,I bought #2 bottles and I have received duplicate ones. Those are not eeven sealed and getting a very bad odour from the sanitizer. It even started itching after applying the sanitizer on hands. Please check before you purchase,DUPLICATE PRODUCT RECEIVED,1,0.057,0.095,0.848,-0.3597,Negative
132,132,2020-06-23,Smells horrible like an expired cough syrup. Gel based although and 70 percent alcholol. Vainahes in seconds which means it's for sure alcholol. Bit be careful the scent is really disgusting and I may not use it ever.,Scent is awful,3,0.14,0.158,0.702,-0.4201,Negative
133,133,2020-07-01,"Product packaging is Good , 72% Alcohol based Sanitizer, Hand pump of sanitizer with quick stop option,",Good Product with Best Germ protection and Best Dispenser pump,4,0.286,0.103,0.61,0.5994,Positive
134,134,2020-07-25,"I want liquid sanitizer but This's gel liquid, your display board is not ok, you have to write clearly 'gel liquid'.",Misleading,1,0.196,0.097,0.707,0.3331,Positive
135,135,2020-05-26,"Very thick liq. Smell to I dint like. Baki it's a good brand. But next time I won't order it, will try some other brand",Very thick liq. dint like it,1,0.156,0.0,0.844,0.4019,Positive
136,136,2020-07-23,I have purchase this item second time. Let me brief you it's features 1. Smell is awesome.2. Gel type liquid3. Don't make the skin dry.4. Container is well designed.Best hand sanitizer. Please go for it.,Product is very nice,5,0.197,0.0,0.803,0.765,Positive
137,137,2020-07-04,It's gel based sanitizer not liquid rub. The operating mechanism is not the best since we have to press the bottle to squeeze the gel out.,Expensive for a gel based sanitizer,4,0.0,0.119,0.881,-0.5216,Negative
138,138,2020-05-28,Can have a push button mechanism to release the sanitizer liquid for a 500ml bottle. otherwise great product at good price. we refill our smaller sanitizer bottles woth this so works out.,Good and nice fragrance,4,0.2,0.0,0.8,0.7906,Positive
139,139,2020-06-01,Is it original item from lifebuoy??? I have been using lifebuoy sanitizer for last 1 year and which i have been purchasing offline ...This is the first time i purchased online but the fragrance is different from what i have been using so far...,Is it original item??,1,0.054,0.031,0.915,0.2359,Positive
140,140,2020-07-09,There is no discription on bottle about expiry and mrp this is okward,No details about expiry or MRP.,2,0.0,0.155,0.845,-0.296,Negative
141,141,2020-07-09,A little bit sticky but overall good you should buy this.,I am happy with this,4,0.3,0.0,0.7,0.5927,Positive
142,142,2020-07-04,"Have been using this for sometime. Safe to the skin, no irritations.",Good product,5,0.175,0.283,0.542,-0.2023,Negative
143,143,2020-05-23,After going through multiple sanitisers I picked this one and it’s actually really good. It’s has 70% alcohol along with other ingredients to keep the hands soft and moist. The fragrance is great too. Would definitely recommend this.,Excellent Sanitiser,5,0.275,0.0,0.725,0.9099,Positive
144,144,2020-07-15,not sure if it got the mentioned amount of ethyl alcohol in it..,DOESN'T SEEM TO HAVE THE MENTIONED AMOUNT OF ETHYL ALCOHOL.,2,0.0,0.141,0.859,-0.2411,Negative
145,145,2020-07-11,The nozzle was damaged / jammed but we avoided the replacement to reduce more movement of delivery teams.,Nozzle damaged,5,0.0,0.252,0.748,-0.6187,Negative
146,146,2020-06-22,It is not alcohol based.Dont think it is genuine as compared to original,Not a genuine product,1,0.161,0.0,0.839,0.3182,Positive
147,147,2020-06-03,It’s a good product. The smell is too strong. Price wise alright,Ok product,3,0.617,0.0,0.383,0.8834,Positive
148,148,2020-07-14,The scent is strong and i got the pump bottle which I don’t mind.,Strong fragrance,5,0.231,0.0,0.769,0.5106,Positive
149,149,2020-06-17,It's actually a best sanitizer ... It smells nice ... After using it I have decided to buy it again after the bottle furnished  grinning_face_with_smiling_eyes ,You will stick to lifebouy sanitizer  face_blowing_a_kiss ,5,0.25,0.0,0.75,0.7906,Positive
150,150,2020-07-07,It was not at all up to mark,Waste of mny,1,0.0,0.0,1.0,0.0,Neutral
151,151,2020-08-19,The bottle was damaged. It semmed to hav been crushed at places so that the overall volume of the container decreases. Thats a very very CHEAP trick!!!,Container damaged.,1,0.0,0.266,0.734,-0.8084,Negative
152,152,2020-06-02,The product is very good.I purchased it twice with in 15 days. It's scent is nice.,Value for money,4,0.157,0.0,0.843,0.4215,Positive
153,153,2020-05-16,"Got it yesterday only, product is seems good but i got different packaging what shown in picture is different so quit disappointed with seller doubtful whether it is original or not.",Got different packaging product,3,0.127,0.199,0.674,-0.5814,Negative
154,154,2020-05-29,Sanitizer seems to be Good but its smell is completely different.,Smell/Scent is completely different,4,0.163,0.0,0.837,0.2382,Positive
155,155,2020-05-31,Nice product and usefull too. Delivery was fast. Packaging was amazing. Product deliveree maintaining social distancing norms. Thanks amazon for always being helpful.  grinning_face ,Good product,5,0.424,0.0,0.576,0.9186,Positive
156,156,2020-06-23,It's a fantastic and good product. Which kills 99.9% germs without water.. It's from a very old n reliable brand.. So I bought this product. Value for money.. N fragrance is also good,Trusted sanitizer,5,0.308,0.091,0.601,0.8074,Positive
157,157,2020-07-28,It is very good product. Recommend to buy.,Value for money,5,0.498,0.0,0.502,0.7146,Positive
158,158,2020-05-21,Good product highly recommended.you can use this product whenever you want if you think 500ml so big you not need to worry aboutupto 2020 validity packaging also perfectly done.,Stay home use sanitizer,4,0.302,0.0,0.698,0.8691,Positive
159,159,2020-07-29,Product is good. But container not match with picture when i order.,Product is good. Container not match.,5,0.163,0.0,0.837,0.2382,Positive
160,160,2020-07-02,Good packagingNice scentBig bottle,Value fr money #nopaidreview,5,0.492,0.0,0.508,0.4404,Positive
161,161,2020-07-16,"Recently.. for most of the products, packaging is very improper.. Ordered 2 sanitizers, one bottle is broken hence leaked. Product is definitely original. Had it ordered multiple times.",One of the two bottles is broken..,2,0.15,0.162,0.689,-0.1027,Negative
162,162,2020-06-06,Lifeboy as usual retains its quality and uniqueness.,Quality Product to what we call Lifeboy,5,0.0,0.0,1.0,0.0,Neutral
163,163,2020-08-15,Packing was bad... product was optimal,Good,5,0.333,0.0,0.667,0.3612,Positive
164,164,2020-07-12,It was very helpful during this pandemic time since it helped to maintain hygiene care and keep us safe. I refer this to everyone who are watching to buy the product and keep yourself safe from diseases,A good hygiene care product to keep us safe,5,0.274,0.0,0.726,0.902,Positive
165,165,2020-06-28,"I doubt if this is original. Smells fruity (too much fruity smell... If even one person uses, literally the whole room smells fruity). Doesn't feel like the regular lifbuoy that we buy i store.",Looks like a fake product,2,0.064,0.128,0.808,-0.3204,Negative
166,166,2020-06-08,"I was in need of spray sanitizer, as I had already this sanitizer from you ie Amazon 10-15 days back.Picture one The sanitizer bottle having blue cap has been received today ie 07/06/2020.If possible get it changed.",Change request.,4,0.048,0.0,0.952,0.1779,Positive
167,167,2020-06-15,"it smell very odd, dettol is much better than Lifebuoy.",Scent is not good,2,0.215,0.192,0.593,0.079,Positive
168,168,2020-07-13,"The product which was delivered is not the same i used to use by purchasing from the stores, duplicate products",duplicate products,1,0.0,0.0,1.0,0.0,Neutral
169,169,2020-05-27,Nice senitizer available in the market. Lifebuy made huge change in its product. Scent is good.,Good Product,5,0.381,0.0,0.619,0.7906,Positive
170,170,2020-06-08,Product gives confidence that it protects.,Hygienic,5,0.583,0.0,0.417,0.6808,Positive
171,171,2020-08-28,Looks like it is duplicate product in the name of lifebuoy. Bottle is similar like lifebuoy but inside sanitizer is different.,Duplicate product,1,0.156,0.0,0.844,0.3612,Positive
172,172,2020-05-26,"No offer price  unamused_face Very good &amp; genuine product  OK_hand Lil delay delivery, still in this situation of Kolkata, Amazon u really did a great job thumbs_up ",99.9% khatam grimacing_face ,4,0.275,0.133,0.592,0.6976,Positive
173,173,2020-05-16,I don't trust every brand who manufactures hygienic products that's why i ordered this one.,Very essential product,5,0.0,0.184,0.816,-0.4023,Negative
174,174,2020-06-09,Not Received original product. What shown in pic posted is not received. Some other product received. Pls dont order this product. You will receive fabricated jand sanitiser not original lifebuoy.,False product,1,0.04,0.122,0.838,-0.3867,Negative
175,175,2020-07-05,"This is really good, scent is nice,",One can go for it nice one,5,0.545,0.0,0.455,0.7178,Positive
176,176,2020-06-02,Lifebuoy sanitizer keep the promise as they advertise.,Value for money.,5,0.247,0.0,0.753,0.3182,Positive
177,177,2020-06-14,"I always liked this product but this time the packaging was worst, all the liquid was spreading out around the bottle and it seems like it’s used one, container dint have sealing too",Did not like the packaging,1,0.129,0.142,0.729,-0.3612,Negative
178,178,2020-06-11,Good gel from reputed company but sticky.,Good product,3,0.245,0.0,0.755,0.2382,Positive
179,179,2020-08-03,Product is good but packing was so poor that when i opened it avlot of sanitizer was cime out ofbottle and was inside the pack. it got wasted as courier service may have not taken due care.,Good Product but packing was pathetic,4,0.041,0.28,0.678,-0.9228,Negative
180,180,2020-06-20,"Similar product purchased from medical store was more concentrated but purchased from Amazon was much diluted like water, was not sealed. Doubtful. I will suggest don't purchase any kind of sanitizer.",Worst purchase ever,1,0.225,0.0,0.775,0.7817,Positive
181,181,2020-07-10,"The viscosity of lifebuoy sanitizer used to be like of gel but this time its like liquid, it is fake product as some other brand's sanitizer is filled",Cheated by buying this product,1,0.146,0.122,0.732,-0.0387,Negative
182,182,2020-06-10,"Smells a bit different from the other ones which I've been using since years! Maybe cause if diff gel base! The piece depicted in the pic may not be the same, as they've said the bottle pack may vary",Different scent,4,0.0,0.0,1.0,0.0,Neutral
183,183,2020-08-05,the spraying system in the container is really bad..it is not working. leakage of liquid was there during transportation. half of the quantity was leaked through that.,problem in pakage in container,5,0.0,0.081,0.919,-0.3182,Negative
184,184,2020-06-05,It 's a great and useful product for day to day life during this pandemic situation. But according to me the packaging was quite awkard and was not wrapped properly.,Overall it's a good product.,4,0.143,0.0,0.857,0.5423,Positive
185,185,2020-06-19,One of the two product is received damaged. The cap is broken and half of the sanitizer already fell down when the product was delivered. I need either to replace the item or a refund.,"Sanitizer Bottle Cap broken when received, half product fell down before delivery.",2,0.0,0.162,0.838,-0.7184,Negative
186,186,2020-06-24,Amazing. Very good sanitizer.,Very good  thumbs_up  sanitizer,5,0.778,0.0,0.222,0.7902,Positive
187,187,2020-06-09,I don't think I need to say anything,I don't think I need to say anything,5,0.0,0.0,1.0,0.0,Neutral
188,188,2020-08-02,Seems to be a fake product...Not at all recommended.Not the real smell.Plastic quality is too poor.Labels seems to be recreated.,Duplicate product! Dont buy,1,0.0,0.147,0.853,-0.4767,Negative
189,189,2020-05-23,Good product to fight virus.,Excellent product by famous brand,5,0.341,0.306,0.353,0.0772,Positive
190,190,2020-06-19,Spray is good but don't take hand sanitizer. It does not look like original product. I mean quality is very poor. Got it with Broken seal also and no return policy for this product.,Don't take hand sanitizer.,1,0.041,0.418,0.541,-0.9592,Negative
191,191,2020-08-02,Excellent .. no complain,Very good,5,0.394,0.5,0.106,0.0,Neutral
192,192,2020-08-22,"I have used 100ml lifebouy sanitiser. That smells very nice. This one smells so different, can't figure out whether it's original or duplicate.",Not so good,1,0.212,0.0,0.788,0.659,Positive
193,193,2020-05-26,The packet was turned and seal of the bottle was broken.More than 50% material was wasted in transit,Packet not found in proper condition,1,0.0,0.158,0.842,-0.4939,Negative
194,194,2020-05-30,"Careful, each bottle has different scent and alcohol combinations.",Bad,1,0.167,0.0,0.833,0.1531,Positive
195,195,2020-07-06,Not useful than others,Better to be like water than liquid,1,0.0,0.445,0.555,-0.3412,Negative
196,196,2020-05-21,I hope this is original as this do not have any red cap as shown in the photo.,"Very helpful, and hatsoff for the service.",5,0.257,0.0,0.743,0.6369,Positive
197,197,2020-05-18,Overall good product.,I like it,5,0.592,0.0,0.408,0.4404,Positive
198,198,2020-05-17,I thought the product is with the dispenser but when i recieved the same it was without the dispenser.anyway the product is good with lovely fragrance.thanks,Good,4,0.291,0.0,0.709,0.8765,Positive
199,199,2020-05-30,Its not original product. I have used this sanitizer and the one which I received is not same.,Fake product,1,0.0,0.116,0.884,-0.2411,Negative
200,200,2020-08-28,Pls go for it,Pls go for it,4,0.302,0.0,0.698,0.0772,Positive
201,201,2020-07-08,Very good and trusted,Thankyou Amazon,5,0.766,0.0,0.234,0.762,Positive
202,202,2020-06-28,Its fake as it is very sticky and no polythene was wrapped on the bottle and earlier this i bought same from flipkart which was not sticky and smells good with polythene wrapped on it.,Fake,1,0.073,0.141,0.786,-0.3947,Negative
203,203,2020-05-28,It's cap is white colour in Amazon app the cap is red and the label sticker is not God it's very bad,It's not good,1,0.065,0.213,0.722,-0.6003,Negative
204,204,2020-05-25,Better if there were a pump,Review,4,0.42,0.0,0.58,0.4404,Positive
205,205,2020-05-30,"Always buy 4m trusted Brands.Don't buy from cheap level manufacturers.Always buy from Dettol, LifeBoy, Patanjali etc etc",VERY GOOD PRODUCT,4,0.162,0.0,0.838,0.4767,Positive
206,206,2020-07-05,Super product good qualitythank you lifebouy and Amazon,Super nice product,5,0.63,0.0,0.37,0.8176,Positive
207,207,2020-06-24,I am not sure is it a product defect or lost in transit..but the bottle I got was leaking and was not full. Seemed liked it was an used product,Average,3,0.0,0.281,0.719,-0.7902,Negative
208,208,2020-06-29,High quality,Good quality,5,0.0,0.0,1.0,0.0,Neutral
209,209,2020-06-21,Gel like liquid.. Smells like alcohol.. But quickly absorbed and I trust it,"Sticky gel, alcohol smell, quickly absorbed but trustworthy",4,0.469,0.0,0.531,0.7876,Positive
210,210,2020-06-21,Sanitizer the only Saviour from the germs andDon't forget check the alcohol%Suitable for travelling,Must have!,5,0.114,0.0,0.886,0.1695,Positive
211,211,2020-06-05,It feels like the product is duplicate the smell doesn't seem to be same as the old one and the cap of the bottle is not even same as in picture,Don't buy it,1,0.077,0.0,0.923,0.3612,Positive
212,212,2020-05-23,Good product but on MRP.,Good,4,0.328,0.0,0.672,0.2382,Positive
213,213,2020-06-14,Good product... When nothing is available...,Good product but not best...,3,0.367,0.0,0.633,0.4404,Positive
214,214,2020-06-03,This sanitizer is ok. Smell is not good and it is sticky with hands. Considering the brand name i bought it but it is not that good. It just does the purpose,Not so good,3,0.046,0.14,0.814,-0.4959,Negative
215,215,2020-07-11,Just Awesome,Awesome quality,5,0.804,0.0,0.196,0.6249,Positive
216,216,2020-08-16,The best sanitizer,Perfect,5,0.677,0.0,0.323,0.6369,Positive
217,217,2020-06-21,good and worth,good product,5,0.828,0.0,0.172,0.5859,Positive
218,218,2020-07-15,Very trust worthy product. But I was looking for the pure liquid sanitizer but got this gel based product. but its okay.,Good product,4,0.272,0.0,0.728,0.6942,Positive
219,219,2020-08-16,Is it original?cap is blue in colour,Doesn't look like original product,2,0.0,0.0,1.0,0.0,Neutral
220,220,2020-06-04,Value for money,Good,5,0.545,0.0,0.455,0.34,Positive
221,221,2020-06-09,This product is the best. No need to further describe. This sanitizer is number one.,The Best.,5,0.279,0.112,0.609,0.5106,Positive
222,222,2020-06-18,Don't know if it is a duplicate one. The manufacturer written on the website pic is Pritam corp. While I got one manufactured at Sai corp.,Not sure,2,0.0,0.0,1.0,0.0,Neutral
223,223,2020-07-23,Nice product,NICE product,5,0.737,0.0,0.263,0.4215,Positive
224,224,2020-06-30,I have received not same product which I saw and product quality is poor.When I used that I feel product is very sticky this product not contain any alcohol property.,Amazon give false information for product,1,0.0,0.0,1.0,0.0,Neutral
225,225,2020-08-12,"Aroma is good, but slightly strong, but you can get use to it, and it's Lifbouy, the quality is not compromised",Nice and perfect,5,0.239,0.0,0.761,0.715,Positive
226,226,2020-07-05,Seems like fake product. Bottle is completely different from what is shown in the picture,Looks fake,1,0.134,0.167,0.699,-0.1531,Negative
227,227,2020-05-30,Product is fine. It is cost effective and it's quality is good. There are very few hand sanitizers in the market which you can trust and it is definitely one of them.,Good sanitizer,4,0.399,0.0,0.601,0.9458,Positive
228,228,2020-07-01,Very nice, winking_face ,4,0.756,0.0,0.244,0.4754,Positive
229,229,2020-06-11,"Helps in maintaining perfect hygiene.The fragrance gives a refreshing energy.All in all, a recommenced product in the age of corona",Kill Corona!!,5,0.283,0.0,0.717,0.743,Positive
230,230,2020-05-28,Nice product,Nice product,5,0.737,0.0,0.263,0.4215,Positive
231,231,2020-06-28,It's good,Useful,4,0.744,0.0,0.256,0.4404,Positive
232,232,2020-06-14,Branded as good,Made in India. As good as...,5,0.592,0.0,0.408,0.4404,Positive
233,233,2020-07-09,Genuine product. It has a decent lime like smell.. Not too big in size but it is a refill pack,Genuine product,5,0.093,0.0,0.907,0.1901,Positive
234,234,2020-06-23,Perfectly spreads all over your hands.Scent is just amazing  smiling_face_with_heart-eyes Value for money!,Kya khushboo hai yaar !  smiling_face_with_heart-eyes  heart_suit_selector ,5,0.517,0.0,0.483,0.8932,Positive
235,235,2020-07-20,varry good,so nice,5,0.744,0.0,0.256,0.4404,Positive
236,236,2020-08-13,"Dont know if its fake, caused me severe allergies",Allergic,1,0.0,0.449,0.551,-0.6908,Negative
237,237,2020-07-27,"Scent is too strong like vodka, every day use I get headache due to smell.",Good quality but scent is so hard,4,0.326,0.0,0.674,0.7003,Positive
238,238,2020-08-18,Nice,Nice,5,1.0,0.0,0.0,0.4215,Positive
239,239,2020-05-24,It’s a duplicate product this is pure scam. Hands are literally burning after using this,Scam scam,1,0.0,0.222,0.778,-0.5719,Negative
240,240,2020-07-17,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
241,241,2020-06-17,Very good sanitizer.Nice scent and value for money.,Good product,5,0.482,0.0,0.518,0.6801,Positive
242,242,2020-08-29,Good product  thumbs_up ,Good product,4,0.592,0.0,0.408,0.4404,Positive
243,243,2020-07-16,This Sanitizer is very good quality and scent is also very nice. Packaging was also good from Amazon. Thanks Amazon  smiling_face_with_smiling_eyes .,Excellent Product from Lifebuoy,5,0.513,0.0,0.487,0.9297,Positive
244,244,2020-09-03,Great,Great,5,1.0,0.0,0.0,0.6249,Positive
245,245,2020-05-26,Bad smell,Average,3,0.0,0.778,0.222,-0.5423,Negative
246,246,2020-07-01,Good,Good,5,1.0,0.0,0.0,0.4404,Positive
247,247,2020-08-31,Okay product smell is very bad but small sanitizers are better than big, face_with_rolling_eyes ,3,0.299,0.135,0.565,0.4411,Positive
248,248,2020-08-20,This product was not sealed properly and was smelling too strong. When compared to previously used lifebuoy sanitizer this is quite different and unworthy.,Product was good,1,0.116,0.114,0.77,0.0094,Positive
249,249,2020-08-24,Good,Good,4,1.0,0.0,0.0,0.4404,Positive
250,250,2020-08-18,Not good,Smellless,3,0.0,0.706,0.294,-0.3412,Negative
251,251,2020-05-23,Fake item,"Fake item, do not buy",1,0.0,0.756,0.244,-0.4767,Negative
252,252,2020-06-07,Got Damage Packing. But product is very good.,Good.,5,0.346,0.169,0.484,0.4921,Positive
253,253,2020-05-28,Really good quantity and value for money .,Quantity is really good as per price .,4,0.528,0.0,0.472,0.6801,Positive
254,254,2020-08-11, thumbs_up  thumbs_up  thumbs_up  hundred_points  hundred_points  hundred_points  hundred_points  hundred_points  hundred_points  hundred_points  hundred_points  hundred_points ,Must buy,5,0.0,0.0,1.0,0.0,Neutral
255,255,2020-05-31,The product is worth value. Already lifebuoy is a good company its sanitizer is protecting me and my family members from virus and bacteria.,Protect your family from COVID 19 with life buoy,5,0.265,0.0,0.735,0.7351,Positive
256,256,2020-08-05,Great,Good,5,1.0,0.0,0.0,0.6249,Positive
257,257,2020-05-21,"Ordered and paid for10 bottles of 500 ml sanitizer , but received 9.",Received one lesser quantity than ordered and paid,1,0.0,0.0,1.0,0.0,Neutral
258,258,2020-08-06,Doesn't look like original. Scent smell is different. Not a sealed item. Disappointed by purchasing these type of products from online.,Don't buy sanitizer online.,1,0.108,0.172,0.72,-0.1326,Negative
259,259,2020-05-30,"nice,, healthy,, value for money,, recommended to buyers ..jst go for it..Excellent product..",Very Good product..,5,0.276,0.0,0.724,0.4939,Positive
260,260,2020-06-04,Someone used it before as it is opened and almost 50 ML is missing.Please dont buy it.Even being a prime customer they treated me like this I hate this one.,Received a used product and dont buy it,1,0.076,0.133,0.791,-0.4357,Negative
261,261,2020-05-19,Like,Good,5,1.0,0.0,0.0,0.3612,Positive
262,262,2020-06-07,it's a good product and done great delivery and product is delivered with out delaythanks to Amazon and delivery guys and stay safe,sanitiser product rivew,4,0.392,0.0,0.608,0.891,Positive
263,263,2020-07-31,The product was damaged and was leacking through the package. My whole house was smelling like sanitizer. Very disappointed.,Damaged product and low quality packaging,1,0.101,0.254,0.645,-0.5849,Negative
