,Date,Review_text,Review_title,Stars
119,2020-06-24,"Not Packed, Not sealed, open cap, Half of Bottle full in the time of received, Low/wrong manegment in packaging, Value zero. Put in another item package.",3rd class packaging and item also half fill.,1
120,2020-08-03,I am sensitive to strong fragrance but this spray has very mild scent so it din bother me!l.Its easy to use and its travel friendly due to its compact size.Packaging was good.,Keeps You Safe! Handy and mildly scented.,5
121,2020-07-13,"The scent of this is very good. Few sanitizers are foul smelling (may be effective though). but this is very pleasant.One important thing is that, it doesn't spray properly. I got two and both are like that. If we press, it sprinkles and also drops can also be seen. Expected that a fine spraying like deodorants. but ok.",Not a perfect sprayer/sprinkler,4
122,2020-06-19,Packaging is worst spray doesn't work. Most of The time it leaks while. You try to sprayAlso. It won't last longBut it's pretty handy to. Carry everywhere,If you are expecting too much don't go for it.,2
123,2020-08-25,I bought two but there is only one bottle can produce spray end one is not releasing spray. So I request Amazon don't cheat customer in this way. There is also no return policy for this particular item.,No returns policy and bottle is not releasing spray.,1
124,2020-08-09,Instead of 100ml they give 75 ml bottle for rs.150Much better to buy Savlon sprayHorrible brand !Never buying this again,DO NOT BUY,1
125,2020-08-11,I paid for 2 and received only 1 spray can. Wow. Excellent stuff guys. No decency in checking or answering back to me. I will wait else you will have to wait for me to take action. Time is clicking tik tok tik tok,Honest Wow  OK_hand_medium-light_skin_tone ,1
126,2020-08-13,Damaged spray nozzle .. cannot use it ..And cannot even return it ..Do not buy !!!,Damaged product delivered,1
127,2020-07-21,I love spray sanitisers. Hands free is the way to go and you can use it to disinfect regular daily surfaces as well As use it on skin!,Need of the hour!,5
128,2020-07-12,"Too small and expensive, I now buy Savlon spray instead",Too small,2
129,2020-06-12,"The MRP shows 149 rupees but I received to spray bottles for the same price.it is an essential item nowadays. The smell is medicinal, but it serves the purpose. #valueformoney .",Thumbd up,4
130,2020-07-01,Though the product is good the product was broken on delivery.. And unfortunately this product doesn't have a refund or replacement,Broken item received,2
131,2020-05-25,"Very convenient to carry in your bag, or even in slightly deep pant pocket.Easy to use.Has a nice fragrance as well.Love it.  )",Extremely easy to carry &amp; use,5
132,2020-06-24,"I have been looking for sanitizer sprays that are multipurpose and came across this. This product from lifebuoy is a must have. Can be used on hands, toys, mobiles .The fragrance is very pleasant. Very much satisfied with the product.",Multipurpose spray,5
133,2020-06-20,Awesome product with easy to use functionality and trust of lifeboyNo need to compare with other sanitizer..this one is best and easy to use..nice packagingnice scent,good product with easy to use functionality,5
134,2020-07-08,"I’ve always heard horrible amazon delivery stories but never faced one until today!The sanitizer spray bottles came in like I’ve shown in the picture , there’s no bottle cap with both my sanitizers!How the hell is my sanitizer gonna remain disinfected intself when it’s not even covered?",No bottle cap with the sanitizer spray,5
135,2020-06-20,Used this product twice. Scent is much better unlike others. Quantity totally justifies the price and container is quite handy. Good product.,Good to use GermKiller!,5
136,2020-09-27,"Products are good but Packageing is bad, that's why the product received on damage conditions.",Ok Amazon red_heart ,5
137,2020-06-21,Out of the two bottles one is defective and doesn't work at all the pump is not working so it's of no use not expected this at all,Disappointed,3
138,2020-07-27,This is a good product but I think the smell could be better . Also there are equally good brands available which have 84% Ethanol and offer 170 ml at inr 159/- while this one is 75 ml at Inr 149/- with 70% ethanol...,Lacks VFM,4
139,2020-10-02,Best of brand product. Value for money. Easy to use spray features. Best for skin and surfaces both.,Nice buy,5
140,2020-06-06,I ordered two of these and one in damaged condition When you tell them to return no answer Why should customers suffer monetary loss and loose their peace of mind,Never order non returnable items I have had enough in one week,1
141,2020-07-29,It was entirely waste of money. Rs 149 for merely 75 ml....m nvr gonna buy this again n nvr vl recommend it to anyone. Guys go for the Savlon disinfectant spray which costs much less than this and savlon spray is much better than this one.It was totally insane of me to buy this product.,Don't ever buy at this price...just waste of money,1
142,2020-06-26,It's very very very small 75 ml. Buy Savlon or Tri-active. It's almost the same price and quantity wise is much bigger. The only advantage of this is that you can use it on skin.There is nothing wrong with he product but I was very disappointed by the size of it,Very small only 75 ml,2
143,2020-07-05,"Disappointed by size. These are just 75ml wheras Dettol and Savlon antibacterial sprays that are 170 gm almost 2.5 times the quantity, but cost almost the same, ₹159 vs ₹149.Images shown in write-up are deceptive.Unable to return or replace according to the policy.",Unable to return or replace,1
144,2020-08-17,The spray leaves thick white residue behind once you apply which Is difficult to remove . Not suitable for applying on furniture etc as it will get spoiled.,Leaves white residue behind,3
145,2020-09-12,the spray nozzle needs to be worked upon as it is very tough to sprayotherwise good,Good but the spray feature needs improvement,3
146,2020-07-10,"Bottle received damaged and very light , looks like it has been used because one is ok and another vry light. Don't buy it ..Not value for money. Go for another brand.",Not value for money..Costly as it's contain.,1
147,2020-07-10,Excellent product by Lifebuoy. Timely delivered by Amazon.The quality of This Sanitizer is superb. Smell is also very soothing.This is original product and having metallic body.,Excellent product,5
148,2020-07-07,I ordered two of them and both were not working properly . It stops spraying all of a sudden . The spray nozzle did not work properly,Problem with the sprayer nozzle,3
149,2020-06-18,Very helpful product.... u can easily sanitize things before entering ur home.... very handy and must buy.... can b used on hands and things,Must buy.... nice product,5
150,2020-06-26,Don't buy this it won't serve the purpose instead go for sanitizer...its like liquid drops won't spray,Don't buy,1
151,2020-08-16,Not worth the buy. Its very expensive. Other popular brand with reasonable price are available on Amazon itself,Not worth the money,1
152,2020-09-30,Each we have to press the top for spraying. Moreover the liquid is atomising with large drops,Good,4
153,2020-06-11,Quite small but it serves its purpose. Other brands offer better quantity at the same price.,Quite small,3
154,2020-07-12,"On pressing the knob, it is so poor quality that only liquid comes out, drops at time, doesn't work as a spray!!! Poor making quality!",The spray doesn't work,1
155,2020-06-14,This is nice and actually it smells of alcohol but I like that there's really no gas in the can you can actually feel it also safe on skin and mobile surface etc,Spray sanitizer,4
156,2020-06-08,Spray point is not openingNo institutions available for the use as to how to remove the block fixed in opening nosel,Institutions for use,1
157,2020-06-26,"Bad product. It doesnt work at all. And the item is unfortunately not eligible for return. If the seller is listening, please arrange to get my product replaced.",Bad product,1
158,2020-06-13,Ordered 2 bottles. One of the bottle seems used. The cap on one of the bottles is missing,Missing lid on bottle,3
159,2020-06-18,"In this corona time , using it to sanitize the things we bring from outside .Also spray it on gate handles and common touch points.",Using to sanitize things,5
160,2020-06-19,It is of little worth and of poor quality and uneasy spraying of very little quantities.,Bad sanitizing spray .,1
161,2020-07-07,Don’t but this. It is very less in quantity. Mostly it will last till 100 spray. Max to max you can use for 10 days per bottle. Other brand products are good. Lost hope in lifebuoy.,Very less quantity compare to price,1
162,2020-08-05,Can't expect to aim and spray at a particular spot. It simply wouldn't spray on the spot where I wanted it to and not even a little spray comes out properly. Only liquid comes out without any illusion of vanishing immediately.,Doesn't spray properly.,1
163,2020-06-08,Ite compact and nice without gass spray. But for this low quantity price should be less as its very small packing,Good,5
164,2020-07-07,Such a waste it is. There was no cap for the bottle. And the spray is not working at all. Now during this corona it's very difficult to return also. Plz don't but this.,Don't buy. It's a cheap product,1
165,2020-06-11,very small package for this price. There are other products offering double volume for similar price,Its very small,3
166,2020-06-24,Purchased this item for my flight travel during this covid pandemic season. Very much useful for disinfecting the frequently used surface. Helped to make my travel safe.,Essential item for travel,5
167,2020-06-13,"This is the best spray available, little.on costly side but really good on all counts.",Really Good,5
168,2020-06-08,"Purchased 2 , 1 is not working, waste product",Waste of money,1
169,2020-09-27,good stuff but price is same as in the market hence why order from Amazon.,Review,4
170,2020-05-28,"The spray is very nice to use during this time ... Good for surface as well as skin, so it's a win product.. In this pandemic time it is a blessing one.. red_heart_selector ",Very protective from unseen bacteria,5
171,2020-06-01,Product is good ...Very very good...But packaging may be better for sure.......,Nice One,4
172,2020-08-10,"Useless, the smell is not good and while pressing the liquid doesn't come properly",Not recommended,1
173,2020-09-05,"People, do not buy the 99 wala its duplicate. Buy the original one which costs 149. Writing my experience.",99 is duplicate.,4
174,2020-07-07,Third rate spray. Quantity too less compared to other products where as price is extremely high. Faulty spray mechanism. Shameless Unilever taking advantage of the the situation and fleecing gullible customers,Don’t buy. Read my full feedback,1
175,2020-09-30,"No need of buying different disinfectant sprays. As it can be used on skin as well as on any surface ,metal. Its kills bacteria's and viruses the alcohol content is 70%. And it has a No gas formula. Best part is it is made in India product.",Multipurpose disinfectant spray safe on skin and surfaces,5
176,2020-06-20,"I really like the product. This is very much effective. Very useful.easy to carry . 100 percent protection.Nice fragrance, must must buy.",Very much effective and nice product. Must must buy,5
177,2020-06-16,It is very compact and portable. We can take it with us in our bag everywhere.It is safe on skin and surfaces.In the time of this pandemic having a sanitizer with you is the need of hour.Overall very nice product and very smooth scent.,Need of the hour,5
178,2020-06-29,It is expensive. Antiseptic sprays are basic necessities. Other counties for 3 Dollars I can get big 5x spray.,Too expensive,4
179,2020-06-16,It has been delivered without a cap and it seems that it has used for some days and then delivered. When lookin to return says no return or replacement. Why we need to keep defective and used or opened item when we have paid for fresh.,Package opened and cap of spray missing,5
180,2020-08-12,The bottle I received was first of all already opened and kept inside. It seems that it was used and kept as the weight of the bottle seems to be less. Can't say whether the product is genuine or not because I will be using the spray for the first time.,Don't purchase it.,1
181,2020-07-22,"Delivered open box and I ordered 2quantity,but I only got one lifeboy spray. Very bad experience.I could not return the product as I need the other item. See the shape of the bottle. Where is my other spray bottle ordered.",Improper packaging and don’t have proper order count,1
182,2020-09-02,I like everything about the item except the quantity. It doesn't last too long!,Tiny quantity.,4
183,2020-06-19,One of the spray tubes came broken like this. Was also way lighter in weight than the other intact one.,Product came tampered with its packaging,3
184,2020-08-08,The packaging was horrible. One of the spray came out to be battered. While the other one is good. I am not sure if the seller tried to cheat or the spray got crushed under pressure.,Damaged product,3
185,2020-06-12,Price is high according to the bottle quantity...Just ok for me,Just ok...,4
186,2020-08-17,Spray is not working properly irrespective of the way it is used like if u tilt it or keep it straight and try to spray it won’t get sprayed. Waste of money,Waste of money as the spray doesn’t work properly,1
187,2020-08-25,Product is good. Safe and usefulOnly cost is in higher side compare to other branded itemOtherwise its Good.,Sanitizer spray,5
188,2020-08-22,"Both the spray were not sealed, one had a big dent on it. Very very expensive for such a small quantity .Never buying this again.",Rip off!!! Don't buy this.,1
189,2020-07-22,Too much price for too little quantity. Savlon is almost twice the quantity at same price,Too little for too much cost,3
190,2020-06-27,The product is handy and awesome  OK_hand  and the mist spray working fine . All in one essential a sanitizer as well as can be used for surface disinfection.,Handy essential product,5
191,2020-07-27,Pay Rs 10 more and get 225 ml of Dettol or Savlon Spray which do the same job.,Heavily Overpriced !!,1
192,2020-07-16,Wanted to refund this item for the cause - firstly it does not look the size as it was displayed. Secondly the item is quite damaged. But unfortunately return is not allowed for this item which was not disclosed at the time of placing order.,Very very bad experience,1
193,2020-08-07,"A handy sanitizer with great fragrance. But not sure on how it works on germs but doesn't cause any irritation on skin. Easy to use on keys, wallets or any other products",Good Handy Product,4
194,2020-09-17,One cap missing..don think it's original...can't even return..,Worst experience from Amazon until now,1
195,2020-06-21,Got this delivered in 3/4 days.Packaging was very good no issues in packagingVery handy product now a days.Very slim bottle can carry with u anytime.And very handy to use,Very useful product,5
196,2020-06-12,This ought to be priced lower looking at the pandemic spread in India.,Expensive product,2
197,2020-06-01,Both the bottles were not sealed. Liquid amount was not same in 2 bottles. It seems to me that used bottles have been delivered.,Product quality not upto the mark,4
198,2020-07-25,"When I opened the packet, the cover and the body was separated. To my surprise Bottle was not sealed. Really unfortunate &amp; shocking. I don't think it contains 75ml. Not worth money. First of all , the product should be properly sealed and packed.",Not sealed product,1
199,2020-06-28,Nice fragrant..... But not happy with packaging....... But about product... Nothing to say must purchase.....,As I expected.....,5
200,2020-06-19,"Best buy. Essay to use,very handy and the fragrance is very plesent.very useful in this pandamic situation.we can use it almost every where. ultimately it is from lifebuoy. thumbs_up  thumbs_up ",Worth buying. Very good product,5
201,2020-07-08,"during pandemic, this is suitable to carry but very less in quantity..",Not worth for money... unreasonably expensive..,3
202,2020-06-15,"Expensive Product compared to the quantity, but Its worth the Price!!",Worth the Price,5
203,2020-05-27,I bought this 1st time.But it was not sealed like other spraying products. Useful item in current situation.,Useful but properly not sealed.,5
204,2020-08-25,The product was not well delivered. It was without a cap. No proper packaging. REST OF THE PRODUCT IS GOODthe product is also not returnable,Not satisfied with the deilvery of the product,2
205,2020-09-18,It is very small compared to Savlon in the market. I bought it seeing the option of buy one and get one free but still it is expensive than Savlon spray. Recommend you to buy Savlon spray.,Not value for money,2
206,2020-09-28,"Love the feeling on the hands, not the typical drying alcohol feeling.The smell is also really nice.Packaging was quite bad-both bottles came dented. But this did not affect usability.",Preferred hand sanitizer!,5
207,2020-06-04,Useful for spraying in bags and other things if someone is coming from outside,Nice and useful,4
208,2020-07-17,Very small container. Other brands like Savlon offer around 3 times the quantity at marginally higher price. My mistake in not checking the quantity before ordering.,Small container. Poor value vis-a-vis other brands,2
209,2020-07-26,"It is not sealed, so we cant figure out whether it is used or not. Dissapointed . Also the price is high for such little quantity (75ml only). If i had noticed the 75ml , i would not have ordered it. Lol",Not sealed / worth the price.,3
210,2020-07-30,I like the product but there is no seal . . . We generally get these kind of products with seal (one more small cap) inside the main cap . . . Couldn't check the weight . . .,Good product,2
211,2020-07-29,"Use- I don't think it's easy to use, I bought it before 1month or less than I think, but it's not working right now, the spray doesn't works in a right way, all the liquid gone waste.",Spraying not worked,3
212,2020-08-28,Did not expect this from Amazon. The product is fake. Don't buy. Cannot even return it waste of money.,FAKE PRODUCT,1
213,2020-05-28,I have called for this product earlier from nyka for the same price and it worked perfectly but this time the spray is tight and half open doesn’t work well in both my bottles.,Looks fake,2
214,2020-07-13,This is the best germ killer in market and easy to use . Good to buy this in this Corona effect .,Best Germ killer in market,5
215,2020-06-17,"Idk what to say , it probably works. I don't have a microscope to confirm  face_with_tears_of_joy .But it's kinda important during this pandemic and it's one of the brands that i trust so i bought it to disinfect surfaces.",Should be priced around 100-110 based on size,5
216,2020-05-31,It doesn’t spray.. the liquid drips .. I tried two bottles,Spray,2
217,2020-05-26,Price too high,Price too high,4
218,2020-08-16,"Good product, but expensive. Quantity is too little...gets over in a few days. There are other cheaper products that do the same thing.",Expensive,3
219,2020-06-16,The scent is good but the pumping is not that much effective. For every single spray we want to shake it.,Not bad,2
220,2020-08-13,"Not easy to use. Unlike one from Savlon, every time we need to shake before we use.",Good one,4
221,2020-07-14,"Not worthy at all, 150 rupees for just 75 ml !!! . Similar kind of product is available in Savlon for 150 rupees per 100ml bottle. Liquid inside the bottle was leaking at the nozzle.",Not worthy product !,3
222,2020-07-18,Spraying is very difficult. Very hard to press. Savlon is much superior it appears.,Hard to press,2
223,2020-05-30,"It is good product, used as spray as well as hand sanitizer. Used for dual purpose. Good smell too.",Good product,4
224,2020-06-20,Quantity is lowOtherwise it is worth the money,Bug it but remember Quantity is low,3
225,2020-06-30,It is really small,To expensive,1
226,2020-09-10,"I thought product is 100 ml but it's 75 ml, it's a loss project.",Not bad.,5
227,2020-06-17,"Received in time, good packing. Nice product, easy to use.","Good product, easy to use.",5
228,2020-07-21,i would like to know that how this product was packed bcoz i felt that may be it was opened.So i would like to know that how the product was initially packed from the starting point.,product is good,3
229,2020-06-11,"Product is ok but HUL is trying to fleece customers and make a quick buck in this pandemic. Half the size, essentially twice the price of what you get from similar products. Go for Dettol or Savlon sprays instead","Decent product, bad pricing",3
230,2020-07-22,Does not work properly. On pressing the button very little sanitizer spray comes out.,Poor quality product,1
231,2020-07-01,"best product butt little expensive , when it comes to daily use it can empty very quickly.",best sprey sanitizer,4
232,2020-06-17,Good but little costly according to the quantity,Good,3
233,2020-08-02,"Waste of money, making fool of customers.never ever go for this.not expected this type of rubbish from lifebuoy brand &amp; amazon.",Loot in the fear of corona.,1
234,2020-08-02,Its not a spray like savlon . drops are coming,"Lifebuoy Antibacterial Germ Kill Spray (No Gas) – Safe on Skin, Safe on Surfaces, 75ml",3
235,2020-06-20,Instead normal isopropyl based sanitiser sprays are economical and effective,Useless,1
236,2020-08-05,Good product not a use small size not be used,Good,2
237,2020-06-14,I want to return this item. It was open. There is no seal on the product. Hence I don't want to use it.,Damaged used product,1
238,2020-06-27,very helpfull in covid spread. i m keeping it always in my bag when i go out for keep sanitizes. packing is nice. it smell is also good. very help for self protectiin.,safe and secure,5
239,2020-06-02,SPREADS WELL.EASY TO USE.GO FOR IT.,QUALITY IS GOOD,4
240,2020-08-06,It's good product but the quantity is very less compared to the price and the other brands.,Not bad,4
241,2020-06-23,Short of ok product... Will not buy it again,Ok,3
242,2020-06-08,Aloevera extract with 70% Alcohol!! Nothing else... Your normal sanitizer have same ingredients... No need a sepatate one if you are thinking of using it to disinfect your household equipments,It's a simple sanitizer... Nothing else,2
243,2020-06-17,"Non geneune packaging seen after opening the box , both bottle caps and nozzle spray unit missing in it. Very poor and non geneune case. Kindly take actions for the same and refund my money.",Poor show,1
244,2020-06-06,The bottle is damaged and the cap is missing,Bad packaging,1
245,2020-06-11,"Very much costly product, not as expectedDisappointed.",Dont buy,1
246,2020-09-28,"More water no dry,not use electronics.",More water,1
247,2020-06-17,"Value for money, great fragrance, safe to use for your own safety in this pandemic.A must product for everyone to have it in your home.",Value for money product,5
248,2020-08-29,I had ordered TWO units. One was damaged as seen in the photo. Will I get REFUND for ONE item?,I got the damaged product,1
249,2020-06-21,There was no seal present in it. The content of this sanitizer seems used.,Not a sealed product,4
250,2020-06-17,"Good product, smells good... Serves the purpose, also safe on skin",Serves the purpose well,5
251,2020-07-31,Received damaged products and not able to return as returns are not allowed,Received badly damaged product,1
252,2020-06-23,"Received defective product.No cap, cans full of dents...Not working, waste of moneynon returnable item....I tired to their call center, but in vain....","Defective product received, no cap, not functioning",1
253,2020-08-30,The spray bottle is riddled with dents and looks like a fake product. I'll be throwing it due to its complete lack of authenticity. Miffed I am unable to return it due to the return policy.,Damaged / Fake Product!!,1
254,2020-07-18,Spray velocity and spread is very low.,Spray velocity and spread is very low.,3
255,2020-06-30,"Don't buy this. Container shape is deformed , feeling like they have put water in this .Don't have any fragnence. My money had gone totally wasted. I have not expect this from you, Amazon  face_with_steam_from_nose  face_with_steam_from_nose  angry_face  angry_face  angry_face ","Waste of Money, Please don't buy this.  angry_face  angry_face  angry_face ",1
256,2020-09-14,Quality is good but price is really too high.,Price is very high.,3
257,2020-08-21,Received damaged product.The price is more for the size of 75ml.Note the same while purchasing it.,Too costly,2
258,2020-07-09,I received one without a cap.It isn't a sealed product and their is no cap thenWhat guarantees the purpose of the product which is sanitation?How irresponsible??!,No cap,3
259,2020-06-27,Price is very high inrespect of content,Quality,3
260,2020-06-21,Good to carry and safe for covid precaution.,Lifeboy hand sanitizer sprayer,5
261,2020-09-28,Do not buy this. This will remain sticky on skin unless you wash your hands.,Remains Sticky until you wash,1
262,2020-08-26,"Not actually a spray, it's more of a liquid. I wanted a disinfectant spray, the description is misleading.",Misleading Discription,3
263,2020-09-02,Best thing good one in COVID time,Good,4
264,2020-06-24,Instant Germ Kill Spray that kills 99.9% bacteria and viruses (as per lab test on representative organism)Eliminates illness causing bacteria and viruses,Value far money,5
265,2020-07-15,"Very handy, fits the pocket and car, also friendly on skin n hand..","This is for skin contact, savlon is surface disinfectant pl note",5
266,2020-07-20,"Nice smell, very handy and easy to use.Bottle is compact and is very easy to carry in small sling. Can be used to sanitise ever thing. Good on skin!!!",Very happy with this,5
267,2020-07-27,It's not proper spray.... Overall ok,Not proper spray,3
268,2020-07-22,Product damaged... Packing has not good...,Product Damaged,3
269,2020-06-12,"No cover, received in very bed condition",Delivered in very bed condition,1
270,2020-08-10,Easy to use. Doesn't give gas. One spray is enough for one time. Go for it.,Worth the price,5
271,2020-09-23,Amazing product you can carry everywhere especially in corona situation i will recommend it good smell enough amount and good size and packaging,Awesome,5
272,2020-08-11,I have received 2 cans of germicide spray without any seal. How do I know that the item is not adulterated and tampered with. This is not expected of Amazon. The nozzles are not working properly too,Unsealed spray cans,1
273,2020-09-08,Very bad...The spray piston didn't work at all .It was not working ...I have to press 15 times to spray.I ordered savlon spray ..Don't buy this,Low quality,1
274,2020-07-14,Expensive compared to similar products of better brands and I see no special benefit for this product over other competitors products. Product is fine..,Not value for money.,3
275,2020-05-28,"Bottle seal already broken, that show some use already this item..",Already seal broken items,1
276,2020-07-13,Good .70% of alcohol which is good.,Good product.but the price is little bit high.,5
277,2020-07-13,wastage of money 150 rs for 75 ml sanitizer and it is also not refillable. Insteal take 100 ml plastic spray bottle fill it with own sanitizer.That will be refillable and cost effective.,Wastage of money,1
278,2020-08-12,Size according to price not worth at all .I woul prefer to buy salon that is even double in size of it.Secondly I got damage product .,Not worth on this 149 rs.,2
279,2020-07-06,"Damaged and Opened Items Received , the Package was woken without seal and like it was opened .",Damaged and Opened Items Received,1
280,2020-08-01,"Packaging was in soft packet, that damaged the cans and the plastic cap was broken. Both cans were damagedCans are very small in size",Packaging,3
281,2020-07-14,Good smell. Packing was good.,Superb spray,4
282,2020-06-19,Beautiful perfume and nice unit,Good product from a responsible company,5
283,2020-06-11,Cannot just spray and let it dry. Need to wipe the surface else it leaves mark. Good smell.,Overall good product,4
284,2020-07-03,Its very bad to use.The liquid keeps spilling out.The spray mode is not good to use.Waste of money.,Not good,1
285,2020-06-07,"Dented, waste of money... No return policyTotally waste",DON'T BUY THIS PRODUCT...WORST PACKING,1
286,2020-06-09,"The spary nozzle was not working. So the product was not functioning and hence, no value for money.",SPRAY NOZZLE WAS NOT WORKING,1
287,2020-06-10,Very good item.Good scent.Handy.,Handy item.,5
288,2020-07-11,Too small in size for the price range. Better to go for other products and get almost double the volume 150 ml in same price range,Too small in size for this price,3
289,2020-06-30,Liquid was leaking all over from the spray. More than half of spray wasted.Last unit was good but this time it seems that defective item was delivered to me.Very disappointed.,Waste of money. Leaking all over.,1
290,2020-08-10,"Not worthy, waste of money.",Waste,1
291,2020-07-22,It's all as usual we think about lifebuoy...But it's really irritating while using it ...Knob is really irritating ...bod adjustment...,Not to buy at all.,3
292,2020-09-17,"Hardly sprays. Very hard to press, but very little comes out",Not good,1
293,2020-08-22,Not up to the mark,Not satisfied,3
294,2020-08-04,Good ProductThank you!,Thank you,5
295,2020-07-29,Size is very small compared to savlon whereas price is sameThere is no return policyI wanted to exchange with savlon but not allowed,Price high compared to quantity,1
296,2020-07-31,Have it at the time of this pandemic,Protects you,4
297,2020-06-05,Easy to use. Effective product. Bit expensive.,Bit Costly. But effective product.,4
298,2020-07-08,Smells good easy to use.,Nice product from lifebuoy,5
299,2020-07-27,There is no way to make the spray work and the liquid leaks out whenever we try to spray. Tried to return but the return policy doesn't take this item back. Waste of money,"spray doesn't work, Waste of money",1
300,2020-08-14,Foud only 1 against order of 2.... Poor packaging.... Seems duplicate product ....,Not worth,2
301,2020-08-14,"When i received the product it was already open, cap was left separately in the pack, spray bottle dented and the cap broken. Very dissatisfied with the product and the delivery",Broken and dented product received,1
302,2020-06-28,Not easy to use compared to savlonYou have to press again and again,Not a good product,1
303,2020-05-30,One of the spray bottle cap was missing .. . Did not get the cap and no seal,Good but cap missing . So less satisfied,5
304,2020-08-26,Product is good but very expensive compared other brands,Product good but very expensive,3
305,2020-05-27,"awsome product good to buy thank you amazon and packing is very good , fragarance is veey good","fragarance, packing , review",5
306,2020-06-17,Spray bottle is of really bad quality.Its very hard to spray on things which we want to sanitize.Dettol disinfectant is far far better and quality of it is also good,Bad Quality bottle,1
307,2020-06-14,"Not sealed, do not know it is full or used one.",Unsealed pack,2
308,2020-06-14,Extremely bad product. Very very small in size. Waste of money. Non returnable. And one of the caps were also not there when we opened it.,Useless product. Don't waste your money,1
309,2020-06-04,"The product is really small compared to the money that one pays for it. You would rather opt for the Savlon disinfectant, it’s almost the same price but almost twice the quantity",Lacks value for money,2
310,2020-08-31,The price should be halved the original price. It’s only 75 ml. Too expensive comparitively in the market.,"Too expensive 2x, double rate",2
311,2020-07-15,"Product wise is good, useful ;even I can on different surfaces ,skin friendly but the packing is so disappointing.product body is tattered .","Product is good, but packaing is bad",4
312,2020-07-29,"Excellent product very soft for skin , no irritation, only price so what high.",Nice for skin,5
313,2020-07-21,Half used bottle,Half battle,1
314,2020-06-09,The product I received seems to be used one without the red cap as shown in the uploaded photo. I strongly advise not to order from this seller.,Used product received without cap,3
315,2020-07-08,Very good but costly.,Costly product but good quality.,4
316,2020-06-19,Easy and versatile to useInstant disinfectionNo odourNo stickinessFresh and clean hands to go.,Neat and great..!!,5
317,2020-06-17,It is a great product. Easy to use and handy. Can keep it in my pocket and use it effectively,Good product,5
318,2020-06-03,Nice product. Must have in the current scenario.,Great product,5
319,2020-09-06,Bottle is very small in Rs 160. Better you buy savalon sprey. Better than lifebuoy,Very small bottle,1
320,2020-07-14,Scent is nice. A good quality product. Easy to carry and use.,Easy to use,5
321,2020-05-27,best product. ***Lifebuoy germ kill spray (75ml),Best product.,4
322,2020-07-18,So so product,Nothing great,3
323,2020-07-06,Good one and kills 99.9% germs so The reason we trust lifebuoy,Lifebuoy,5
324,2020-08-07,I liked it. Quite useful,Useful product,5
325,2020-06-21,"Highly disappointed. The bottles are damaged, and the cap of one bottle is missing. The item is non-returnable. Compelte waste of money.",Product damaged,1
326,2020-07-14,Spray is good but somehow the spray bottle is not working properly. Like you have to press very hard &amp; even my half bottle is still filled up yet the spray not coming out..,SPRAY BOTTLE NOT WORKING PROPERLY,4
327,2020-05-26,"Expensive for regular use, better to use sanitizer sprey , it is jus filled with gas, will be empty in 5-7 days",Not worth,2
328,2020-09-14,No upper capNo upper cap is found on the product of lifeboy sanitizer spray bottle.So sanitizer leaves from bottles.I have not use it without cap.,No upper cap,2
329,2020-06-11,The packaging was very bad... secondly when opened both the bottles one had a black dispenser and the other had white...I am now confused whether they are original or duplicate,Can be fake,3
330,2020-09-07,Good,Good,5
331,2020-06-10,"limited item, only 2 smirking_face .i need 5 more. Very helpful to sanitize A to Z package item.",Best sanitizer...,5
332,2020-06-13,Received in good packaging and definitely a worth buy during this pandemic situation. Stay home stay safe.,Worth a buy for safety.,5
333,2020-06-22,Awesome product.but cost is very high.,Nice,5
334,2020-08-04,"Beware of fraud product, recieved duplicate product no fragnance and its is like filled water no other things. And its not replacable and cant cancel it.",Fake product,1
335,2020-09-05,Useful,Useful,4
336,2020-06-14,"The product is handy and amazing.Worth buying.The spray is efficient and isn’t sticky.The scent isn’t too strong, it is great.","It’s great, worth buying.",5
337,2020-08-20,Easy to carry that's the only advantage it offers when we compare it with Savlon spray. Volume is less,Handy but content is less,3
338,2020-06-07,"Inside of two products, one is black cap and other is white. White one is easy to use but black is heard to spary.",Good,4
339,2020-06-18,"Less quantity, high priceNo outer packaging, should be sealed to ensure non usage before delivery",Very High cost Low Quantity,1
340,2020-05-25,Good product from trustworthy Brand,Very good product. Works both as sanitizer and disinfectant spray.,5
341,2020-08-21,Costly product...,Costly...,4
342,2020-07-01,Delivery box is perfect. But inside the box product is damaged,Damaged product,4
343,2020-09-26,Nice product. Packaging could be improved.,Packaging could be improved,4
344,2020-09-13,In two product one is good. Another one is sparying is very slow and there is a leakage,Not upto the mark,4
345,2020-08-07,Costly and with poor spray quality! Three star only for trust for this brand,Costly and with poor spray quality!,3
346,2020-09-25,Best for studentBut I think price is little bit high,Good but price is a little bit high,5
347,2020-08-26,The upper portion cap was missing in both the items and the items was also mishandled. I suppose these were not the fresh items. The pathetic condition it was.,Product not in proper shape,3
348,2020-06-02,Not good. The spray pump stopped working after few uses.,Not Good,3
349,2020-06-07,"The product delivered is damaged. As product is in non returnable category, what can be done.",Damaged product delivered,1
350,2020-07-03,Received with out cap,cap missing,2
351,2020-06-12,Received damaged product. Please either exchabge it or refund the money as soon as possible.,Defective lifebuoy spray.,1
352,2020-06-19,The product was damaged. Liquid was licking.It was containing little liquid since all licked in the package itself.Waste of money.Request for a refund.,Dissapointed,2
353,2020-08-06,Good Product,Good Product,4
354,2020-07-09,Good,Good,5
